,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3599,2,1.0,1.0,5200000,12900000,18,644,400000,5000000,12000000,7500000,0.0
3600,2,0.0,0.0,5400000,14500000,8,349,10800000,4800000,21100000,6600000,1.0
3601,3,0.0,0.0,7700000,25300000,18,662,3400000,11400000,19100000,9900000,0.0
3602,0,1.0,1.0,1900000,6400000,20,704,900000,3400000,5300000,1900000,0.0
3603,4,1.0,1.0,6400000,15500000,2,324,18400000,11100000,13900000,4500000,1.0
3604,5,0.0,0.0,700000,1700000,18,757,1900000,200000,2100000,600000,0.0
3605,3,0.0,1.0,5800000,23000000,16,361,6000000,10100000,23000000,2800000,1.0
3606,1,0.0,0.0,1800000,5400000,4,415,4400000,2000000,5600000,1800000,0.0
3607,5,0.0,1.0,4300000,13800000,18,618,9600000,800000,14000000,2400000,0.0
3608,4,0.0,0.0,8000000,27100000,8,524,16900000,10900000,25600000,8400000,1.0
3609,0,1.0,0.0,1100000,4100000,18,887,400000,1300000,2600000,1300000,0.0
3610,2,1.0,1.0,8800000,31100000,12,729,12300000,2400000,21900000,9400000,0.0
3611,4,0.0,0.0,4800000,18600000,14,774,10800000,5800000,12700000,6500000,0.0
3612,0,1.0,1.0,200000,700000,20,724,600000,0,500000,300000,0.0
3613,5,0.0,1.0,1400000,2700000,16,320,900000,2500000,2700000,2000000,1.0
3614,5,0.0,0.0,2500000,6400000,16,590,3200000,3900000,5800000,3500000,0.0
3615,5,0.0,0.0,8100000,25300000,8,796,15900000,12600000,21500000,7800000,0.0
3616,0,0.0,1.0,6100000,19200000,6,890,13900000,5900000,16700000,7600000,0.0
3617,0,1.0,1.0,2000000,4600000,16,651,2100000,2400000,7200000,1600000,0.0
3618,4,1.0,0.0,4800000,10100000,12,634,9200000,300000,15000000,6900000,0.0
3619,4,0.0,1.0,900000,2800000,2,660,1200000,1400000,2400000,900000,0.0
3620,4,1.0,0.0,1300000,3500000,12,512,3300000,1400000,3200000,700000,1.0
3621,4,1.0,1.0,4200000,9100000,2,900,6700000,5300000,10900000,5900000,0.0
3622,2,0.0,1.0,3300000,11100000,20,823,4600000,1500000,11700000,2900000,0.0
3623,2,1.0,1.0,8700000,28400000,12,880,8000000,1800000,19400000,4400000,0.0
3624,1,1.0,1.0,800000,2600000,2,439,600000,0,1800000,400000,0.0
3625,5,0.0,1.0,7400000,17100000,2,441,14700000,1600000,20600000,10800000,1.0
3626,3,1.0,0.0,6900000,18500000,6,360,14000000,0,18800000,9600000,1.0
3627,1,0.0,1.0,8800000,33700000,14,561,10200000,7100000,25700000,11900000,0.0
3628,2,0.0,1.0,8600000,32500000,4,758,20900000,600000,18000000,6900000,0.0
3629,2,0.0,0.0,5400000,20600000,18,621,11200000,2200000,11600000,5500000,0.0
3630,4,0.0,1.0,2900000,5900000,18,621,200000,3100000,8500000,3500000,0.0
3631,3,0.0,0.0,9800000,21000000,12,342,25400000,16600000,26900000,7000000,1.0
3632,4,0.0,0.0,3300000,10800000,4,552,4200000,900000,8600000,3300000,0.0
3633,0,1.0,0.0,300000,500000,18,376,300000,0,800000,300000,1.0
3634,0,0.0,0.0,1500000,4300000,12,801,4400000,2200000,3300000,1100000,0.0
3635,3,1.0,1.0,5400000,16300000,4,512,1600000,3400000,13100000,6000000,0.0
3636,0,0.0,0.0,6600000,15200000,18,497,1500000,6900000,14500000,9300000,1.0
3637,0,0.0,0.0,5700000,17200000,8,386,4200000,7100000,14400000,2900000,1.0
3638,3,1.0,1.0,8500000,26100000,2,683,6600000,10400000,24100000,5700000,0.0
3639,0,0.0,0.0,7400000,24100000,16,779,800000,2900000,28900000,4900000,0.0
3640,3,1.0,1.0,7800000,17700000,6,876,15600000,15200000,25100000,10800000,0.0
3641,3,0.0,1.0,7200000,16500000,18,515,7800000,6300000,17300000,10600000,1.0
3642,2,1.0,0.0,7600000,19300000,12,463,5400000,1500000,16000000,9600000,1.0
3643,4,1.0,1.0,7000000,26700000,4,486,10600000,12200000,18800000,6000000,0.0
3644,0,1.0,0.0,5700000,13000000,6,328,7800000,7500000,20700000,8200000,1.0
3645,2,1.0,0.0,8200000,30600000,10,343,9800000,11500000,16900000,7000000,1.0
3646,0,0.0,1.0,9000000,27800000,8,712,900000,6700000,24400000,5800000,0.0
3647,3,1.0,0.0,3900000,11900000,6,607,6600000,6000000,8800000,2000000,0.0
3648,0,0.0,0.0,6500000,16200000,4,812,17200000,10700000,20200000,6200000,0.0
3649,4,1.0,1.0,2300000,7700000,16,589,6000000,4400000,6300000,2300000,0.0
3650,1,1.0,0.0,5700000,21800000,18,657,14100000,3200000,21800000,3200000,0.0
3651,4,1.0,0.0,800000,2800000,12,453,1500000,300000,2900000,600000,1.0
3652,4,1.0,1.0,8400000,19700000,14,889,22400000,5800000,22000000,12100000,0.0
3653,1,0.0,1.0,4300000,17200000,4,564,10400000,6600000,11500000,2200000,0.0
3654,1,1.0,1.0,300000,900000,20,419,800000,0,600000,300000,1.0
3655,1,0.0,0.0,8700000,34000000,16,663,5400000,10700000,17800000,8100000,0.0
3656,1,1.0,0.0,4400000,12100000,4,884,9800000,6500000,15000000,6000000,0.0
3657,1,0.0,1.0,5600000,16800000,16,528,7500000,6500000,12300000,3900000,1.0
3658,2,0.0,0.0,600000,1300000,12,475,100000,1100000,2300000,600000,1.0
3659,4,1.0,1.0,2500000,5100000,20,695,1100000,4100000,6700000,3500000,0.0
3660,5,1.0,0.0,3800000,10500000,10,759,1800000,6700000,8100000,5300000,0.0
3661,2,1.0,0.0,2500000,9600000,4,636,900000,1000000,7300000,2000000,0.0
3662,3,1.0,1.0,5500000,20400000,10,546,10600000,8200000,13500000,4000000,1.0
3663,5,0.0,1.0,4500000,17100000,2,639,10600000,7500000,12000000,6500000,0.0
3664,4,1.0,0.0,1900000,4000000,10,388,500000,1400000,5600000,900000,1.0
3665,5,0.0,1.0,6400000,20000000,12,594,100000,2100000,16500000,5500000,0.0
3666,1,1.0,1.0,3800000,11100000,6,760,2100000,1800000,8700000,5700000,0.0
3667,4,1.0,1.0,6300000,16900000,16,582,16000000,3600000,23700000,6000000,0.0
3668,3,1.0,0.0,300000,600000,6,896,300000,400000,600000,400000,0.0
3669,5,1.0,1.0,7100000,21800000,18,891,7000000,0,18900000,4700000,0.0
3670,2,1.0,1.0,600000,1700000,2,495,1700000,200000,1200000,500000,1.0
3671,3,0.0,1.0,4400000,15300000,16,865,1200000,8400000,15000000,3400000,0.0
3672,4,1.0,0.0,7600000,20800000,12,775,1900000,13600000,19200000,6400000,0.0
3673,5,0.0,1.0,8700000,26400000,10,318,11800000,2900000,23200000,9200000,1.0
3674,3,0.0,1.0,5600000,12700000,12,395,8200000,9300000,22000000,6400000,1.0
3675,4,1.0,0.0,4100000,13100000,14,772,11200000,4200000,10500000,3800000,0.0
3676,2,1.0,1.0,7900000,16100000,18,318,17300000,2900000,29900000,9300000,1.0
3677,3,1.0,1.0,5600000,20900000,14,649,4000000,10700000,13000000,8200000,0.0
3678,3,1.0,0.0,1200000,3100000,10,438,1500000,2200000,3900000,1000000,1.0
3679,5,0.0,0.0,6900000,19700000,6,588,9800000,7500000,17100000,7300000,0.0
3680,5,1.0,0.0,2700000,5600000,2,815,1100000,2000000,7100000,2600000,0.0
3681,4,0.0,1.0,9800000,22100000,4,364,16800000,11100000,26500000,7300000,1.0
3682,2,1.0,0.0,9300000,32300000,4,586,14300000,6400000,37000000,10400000,0.0
3683,4,1.0,0.0,6700000,25300000,12,555,16900000,3600000,23500000,4900000,0.0
3684,4,0.0,0.0,1300000,4600000,10,312,1800000,600000,3100000,800000,1.0
3685,2,0.0,1.0,7900000,17100000,16,605,19200000,14100000,21900000,10400000,0.0
3686,5,1.0,0.0,6700000,23200000,18,672,1600000,6700000,20800000,5400000,0.0
3687,2,1.0,1.0,2100000,4500000,18,591,2500000,500000,5500000,1500000,0.0
3688,4,0.0,1.0,4700000,11000000,4,321,10100000,100000,9600000,6900000,1.0
3689,2,0.0,0.0,3700000,13400000,16,393,6400000,600000,14200000,3500000,1.0
3690,0,0.0,1.0,5800000,21800000,2,561,4400000,7200000,15000000,4200000,0.0
3691,5,0.0,1.0,2400000,6900000,20,725,1700000,400000,8800000,2400000,0.0
3692,1,1.0,1.0,8100000,27600000,16,438,1000000,10500000,32200000,8000000,1.0
3693,5,0.0,1.0,5400000,21400000,12,399,4000000,9700000,12400000,6800000,1.0
3694,0,0.0,0.0,1400000,5400000,8,592,4100000,400000,4300000,800000,0.0
3695,2,1.0,0.0,2500000,8600000,8,835,2500000,4000000,7700000,1300000,0.0
3696,0,1.0,1.0,1600000,5300000,4,733,400000,2100000,5500000,1100000,0.0
3697,0,1.0,0.0,3700000,10600000,20,484,5800000,1300000,13900000,3500000,1.0
3698,5,1.0,1.0,500000,1800000,20,615,500000,700000,1100000,300000,0.0
3699,3,1.0,1.0,5300000,19500000,4,591,13200000,4700000,19800000,7900000,0.0
3700,0,0.0,1.0,2800000,6800000,12,349,4100000,2000000,11100000,1400000,1.0
3701,1,0.0,1.0,9600000,29900000,18,478,18500000,15200000,38200000,9400000,1.0
3702,4,0.0,0.0,2200000,7800000,20,633,0,3900000,8400000,1900000,0.0
3703,1,1.0,1.0,8400000,30900000,8,378,18600000,1000000,25900000,11100000,1.0
3704,1,1.0,0.0,2100000,5300000,20,461,1500000,3800000,8100000,1700000,1.0
3705,2,1.0,1.0,2800000,7000000,2,834,500000,2900000,8100000,1300000,0.0
3706,0,1.0,0.0,2500000,5800000,20,671,7400000,500000,7500000,2000000,0.0
3707,3,0.0,1.0,1700000,5800000,10,524,4100000,2900000,6600000,800000,1.0
3708,3,0.0,0.0,6100000,20700000,4,816,14900000,5400000,24200000,5900000,0.0
3709,3,0.0,0.0,4100000,11700000,10,729,6900000,6200000,15400000,2100000,0.0
3710,5,1.0,1.0,4500000,12700000,8,307,11000000,3800000,12600000,2700000,1.0
3711,2,0.0,1.0,5600000,19100000,8,350,2700000,1200000,14200000,4200000,1.0
3712,3,1.0,1.0,5800000,16600000,10,444,13300000,5900000,15000000,8500000,1.0
3713,4,1.0,0.0,8600000,26700000,10,895,2200000,8800000,22600000,6900000,0.0
3714,2,0.0,0.0,2900000,10500000,20,708,4200000,600000,7700000,4300000,0.0
3715,2,1.0,1.0,8300000,17600000,2,355,1000000,700000,28400000,6800000,1.0
3716,5,1.0,0.0,2400000,5100000,6,756,1500000,200000,5300000,3400000,0.0
3717,4,0.0,0.0,5600000,12000000,4,719,5600000,2900000,14500000,3400000,0.0
3718,1,0.0,1.0,9500000,35400000,14,439,400000,1200000,20200000,13500000,1.0
3719,4,1.0,1.0,4900000,15900000,10,668,10800000,8300000,14900000,2800000,0.0
3720,4,1.0,1.0,5900000,16500000,2,765,13000000,9400000,20000000,3500000,0.0
3721,5,0.0,1.0,500000,1500000,4,476,200000,200000,1100000,700000,0.0
3722,3,0.0,0.0,7000000,21700000,14,781,5400000,8500000,19300000,9600000,0.0
3723,1,1.0,0.0,3500000,12700000,4,350,5200000,6800000,12900000,1800000,0.0
3724,0,0.0,0.0,5200000,12200000,16,783,5000000,2000000,11400000,5100000,0.0
3725,3,0.0,1.0,6300000,19900000,12,770,1900000,2400000,15500000,3100000,0.0
3726,2,1.0,0.0,8400000,28300000,10,822,1800000,16000000,33000000,4400000,0.0
3727,1,1.0,1.0,7500000,22500000,14,469,12300000,9600000,16200000,4500000,1.0
3728,2,0.0,0.0,3300000,13000000,16,300,5500000,5900000,7400000,3100000,1.0
3729,2,1.0,0.0,8800000,22400000,14,692,21700000,5100000,18600000,10900000,0.0
3730,5,0.0,0.0,200000,700000,18,707,-100000,100000,500000,200000,0.0
3731,5,1.0,1.0,8000000,29100000,4,658,10600000,8600000,28800000,4600000,0.0
3732,3,0.0,0.0,1000000,4000000,6,625,700000,100000,2800000,500000,0.0
3733,1,0.0,0.0,9400000,26700000,10,343,7600000,2500000,28600000,13200000,1.0
3734,5,0.0,0.0,2100000,7300000,18,358,3700000,3200000,7200000,2200000,1.0
3735,4,0.0,1.0,5400000,11500000,20,705,14600000,3800000,13500000,6100000,0.0
3736,2,0.0,1.0,4700000,15100000,8,799,9700000,2500000,10700000,4700000,0.0
3737,3,0.0,0.0,8800000,33700000,12,397,17300000,16000000,22200000,8800000,1.0
3738,5,0.0,0.0,3200000,12200000,6,493,7700000,6200000,6700000,2100000,1.0
3739,0,0.0,1.0,7200000,21900000,4,446,17700000,10900000,24500000,7600000,0.0
3740,2,1.0,1.0,2500000,7200000,16,315,5500000,3300000,4900000,2800000,1.0
3741,5,1.0,1.0,6900000,15700000,14,887,13800000,5300000,25200000,4500000,0.0
3742,5,0.0,1.0,5700000,20500000,16,429,2800000,1900000,22400000,3900000,1.0
3743,4,0.0,1.0,5500000,15100000,18,673,10500000,8000000,13900000,7200000,0.0
3744,4,1.0,1.0,9200000,29100000,10,731,14500000,8300000,35800000,5000000,0.0
3745,5,0.0,1.0,5700000,11500000,2,732,15800000,3700000,15600000,5300000,0.0
3746,5,0.0,1.0,5000000,16400000,14,525,13000000,9100000,15300000,3300000,1.0
3747,4,1.0,0.0,2300000,5500000,6,343,-100000,4100000,4800000,3200000,1.0
3748,0,1.0,1.0,3000000,11000000,16,331,8000000,4500000,6600000,2400000,1.0
3749,0,1.0,0.0,7900000,26200000,18,845,14200000,14700000,27400000,6300000,0.0
3750,2,0.0,0.0,2000000,6200000,16,696,4100000,600000,5400000,1300000,0.0
3751,5,1.0,0.0,2700000,8700000,14,772,2200000,2800000,7600000,3700000,0.0
3752,3,0.0,1.0,6400000,15800000,18,628,6900000,2700000,24800000,5300000,0.0
3753,0,1.0,1.0,8200000,19100000,2,764,22900000,8900000,20500000,4000000,0.0
3754,1,0.0,0.0,2800000,6900000,14,553,400000,4900000,6800000,4200000,0.0
3755,1,1.0,0.0,8900000,20000000,2,653,12700000,600000,17800000,9900000,0.0
3756,1,1.0,0.0,5100000,20000000,4,506,7900000,8900000,20300000,6700000,0.0
3757,3,0.0,0.0,2800000,8500000,20,431,6200000,1700000,7800000,2200000,1.0
3758,2,1.0,1.0,6100000,12300000,18,697,14100000,9100000,12600000,3500000,0.0
3759,2,1.0,0.0,8400000,24500000,6,588,11000000,1300000,22900000,10400000,0.0
3760,1,1.0,0.0,1600000,5600000,6,846,600000,2800000,4600000,1200000,0.0
3761,5,0.0,0.0,4100000,11000000,14,379,6200000,1700000,8500000,5400000,1.0
3762,1,1.0,0.0,300000,700000,10,745,0,0,900000,100000,0.0
3763,3,0.0,0.0,9600000,34500000,20,523,26100000,2600000,24300000,5300000,1.0
3764,4,0.0,1.0,8300000,25400000,4,624,22900000,4000000,24800000,5400000,0.0
3765,1,0.0,0.0,4600000,16700000,16,407,13000000,6000000,9800000,2800000,1.0
3766,3,1.0,1.0,5600000,11600000,12,756,3300000,1800000,18400000,7800000,0.0
3767,3,0.0,1.0,4100000,8300000,16,351,6000000,100000,11100000,2200000,1.0
3768,3,1.0,0.0,3700000,13400000,18,373,2800000,100000,13200000,2500000,1.0
3769,4,1.0,1.0,800000,2400000,2,461,1300000,1300000,2300000,300000,0.0
3770,4,0.0,0.0,8100000,28100000,12,672,5600000,9200000,17200000,9500000,0.0
3771,2,0.0,1.0,2700000,9500000,10,434,2700000,1500000,8100000,1800000,1.0
3772,2,1.0,1.0,7000000,21400000,12,541,3700000,1300000,19800000,9600000,1.0
3773,3,1.0,1.0,8100000,29300000,2,413,8100000,15100000,25500000,6400000,0.0
3774,1,0.0,0.0,3200000,7600000,4,592,3000000,1400000,8100000,4700000,0.0
3775,4,1.0,1.0,400000,1400000,10,665,300000,300000,1500000,200000,0.0
3776,1,0.0,0.0,7800000,23900000,4,313,2600000,15300000,23000000,10900000,0.0
3777,0,1.0,0.0,5800000,19600000,14,673,8900000,10700000,18000000,7200000,0.0
3778,0,1.0,1.0,2600000,6000000,8,382,1700000,2200000,8200000,1600000,1.0
3779,5,1.0,0.0,5400000,21100000,12,661,15800000,10400000,20100000,5400000,0.0
3780,3,0.0,1.0,600000,1700000,4,576,400000,100000,2100000,500000,0.0
3781,1,0.0,0.0,600000,1200000,14,443,700000,1000000,2200000,800000,1.0
3782,5,0.0,1.0,9500000,21700000,16,307,27500000,2700000,28500000,9700000,1.0
3783,4,0.0,1.0,1900000,4800000,12,656,1500000,1600000,5400000,1700000,0.0
3784,1,0.0,1.0,9800000,21200000,4,885,18000000,16400000,37300000,10800000,0.0
3785,3,0.0,0.0,7800000,16600000,20,896,12400000,10800000,30500000,5500000,0.0
3786,5,1.0,0.0,4900000,14100000,2,802,3300000,7500000,16100000,2700000,0.0
3787,3,0.0,1.0,8300000,22700000,2,650,3600000,16000000,18000000,5800000,0.0
3788,4,1.0,1.0,3900000,8900000,10,665,9300000,4000000,9200000,5300000,0.0
3789,2,0.0,0.0,9000000,35700000,12,339,15200000,8400000,19500000,9000000,1.0
3790,1,1.0,0.0,9600000,32400000,20,447,15400000,18400000,19800000,4700000,1.0
3791,5,1.0,1.0,1000000,2400000,18,613,1600000,1300000,2600000,600000,0.0
3792,5,0.0,0.0,2800000,7200000,16,424,900000,5000000,6100000,3200000,1.0
3793,2,1.0,0.0,8300000,20800000,6,667,19300000,4100000,25400000,6800000,0.0
3794,4,1.0,1.0,6900000,18300000,18,715,8200000,600000,15000000,7500000,0.0
3795,5,1.0,1.0,3800000,9100000,18,654,9000000,4000000,10200000,3000000,0.0
3796,2,1.0,0.0,8000000,17800000,20,549,2400000,9700000,27400000,10800000,1.0
3797,4,0.0,1.0,9800000,29700000,4,373,11100000,5500000,37800000,10000000,0.0
3798,0,0.0,1.0,2900000,7200000,16,332,3600000,5700000,7600000,3600000,1.0
3799,4,0.0,0.0,7900000,31500000,20,534,12400000,8500000,21600000,6400000,1.0
3800,3,1.0,0.0,4600000,17900000,8,396,10700000,4000000,12300000,2600000,1.0
3801,2,0.0,0.0,1000000,3700000,18,892,2200000,800000,3000000,500000,0.0
3802,5,0.0,0.0,9000000,21300000,14,602,3400000,7700000,35400000,11000000,0.0
3803,0,0.0,1.0,9400000,36100000,10,615,21200000,3800000,27400000,9100000,0.0
3804,5,0.0,1.0,7400000,23300000,20,482,15700000,3600000,29100000,6800000,1.0
3805,0,0.0,0.0,6600000,20100000,16,397,19200000,7000000,17200000,8400000,1.0
3806,0,1.0,0.0,1300000,3400000,10,464,1200000,200000,3500000,1400000,1.0
3807,0,0.0,1.0,1100000,3400000,14,832,3200000,200000,4400000,1600000,0.0
3808,5,0.0,0.0,9200000,34800000,12,802,22000000,11000000,19800000,12500000,0.0
3809,2,0.0,0.0,7000000,23900000,18,628,13400000,6600000,25200000,7200000,0.0
3810,4,0.0,0.0,5100000,18800000,10,694,6400000,5300000,13500000,4100000,0.0
3811,1,1.0,1.0,3200000,9300000,20,741,3800000,3500000,6900000,2300000,0.0
3812,1,1.0,1.0,3700000,10900000,14,748,3700000,2800000,13200000,4100000,0.0
3813,5,0.0,0.0,3600000,12800000,4,320,2500000,2900000,12600000,2900000,0.0
3814,1,0.0,0.0,5600000,11700000,10,774,11000000,4300000,13100000,6500000,0.0
3815,0,1.0,1.0,9500000,32000000,2,500,8300000,9700000,24500000,5600000,0.0
3816,4,1.0,0.0,1500000,4000000,18,706,0,2700000,4400000,1700000,0.0
3817,4,1.0,0.0,7400000,18300000,10,601,16400000,12600000,28800000,6100000,0.0
3818,2,0.0,0.0,6000000,17400000,16,806,1800000,2100000,20200000,3500000,0.0
3819,0,0.0,1.0,3000000,9600000,6,644,3900000,700000,10500000,3000000,0.0
3820,4,0.0,1.0,6000000,12900000,14,723,700000,1600000,13600000,4100000,0.0
3821,5,0.0,1.0,600000,1500000,12,509,1600000,100000,1900000,800000,1.0
3822,0,0.0,0.0,1800000,6600000,4,898,2400000,100000,4600000,1400000,0.0
3823,2,0.0,1.0,5500000,12000000,2,567,7200000,4700000,11500000,7000000,0.0
3824,1,0.0,0.0,1000000,2100000,6,715,2200000,1000000,2200000,1100000,0.0
3825,2,1.0,1.0,1700000,3500000,10,854,5000000,2400000,3400000,1700000,0.0
3826,1,0.0,1.0,3400000,12300000,8,523,6100000,4700000,8300000,2600000,1.0
3827,1,0.0,1.0,9600000,35900000,8,534,24500000,17700000,31900000,5400000,1.0
3828,0,1.0,1.0,2600000,7600000,18,470,700000,700000,5500000,2900000,1.0
3829,1,0.0,0.0,1600000,3500000,18,619,3200000,100000,6300000,1500000,0.0
3830,0,0.0,1.0,4300000,12800000,20,572,8600000,2200000,11000000,6100000,0.0
3831,3,0.0,0.0,1400000,3500000,16,365,2600000,2200000,2900000,1600000,1.0
3832,0,1.0,0.0,8000000,18000000,16,791,13900000,10300000,23400000,10600000,0.0
3833,4,1.0,1.0,5000000,18100000,12,424,5200000,2000000,14500000,6100000,1.0
3834,5,0.0,0.0,4500000,10200000,12,726,2900000,8600000,17500000,4200000,0.0
3835,1,0.0,0.0,3400000,9900000,2,736,3900000,4800000,10600000,4500000,0.0
3836,5,0.0,1.0,5700000,12800000,14,488,13600000,1000000,13200000,5500000,1.0
3837,2,1.0,1.0,2600000,7600000,10,400,6800000,2800000,10100000,3200000,1.0
3838,0,0.0,1.0,4500000,12200000,20,311,11200000,5000000,12700000,2400000,1.0
3839,2,1.0,1.0,5100000,16800000,2,504,6400000,2700000,17100000,4400000,0.0
3840,4,1.0,1.0,5100000,18600000,20,312,9600000,6000000,16500000,5500000,1.0
3841,5,0.0,1.0,1700000,6500000,14,587,1100000,1000000,6400000,1500000,0.0
3842,1,1.0,0.0,5200000,10500000,20,317,3000000,8000000,19300000,5300000,1.0
3843,4,1.0,0.0,8400000,29000000,2,463,12700000,1100000,20100000,6700000,0.0
3844,1,1.0,1.0,9000000,34000000,16,842,6300000,16900000,22900000,5800000,0.0
3845,4,0.0,1.0,3400000,11800000,20,616,5000000,3300000,9900000,2900000,0.0
3846,1,1.0,0.0,5400000,19400000,8,800,800000,6100000,19500000,3000000,0.0
3847,0,0.0,1.0,700000,2100000,12,813,200000,1300000,2200000,500000,0.0
3848,2,0.0,0.0,7600000,24800000,12,564,14000000,6200000,24700000,6700000,0.0
3849,2,1.0,0.0,5000000,14700000,12,837,2200000,7200000,11700000,4800000,0.0
3850,5,1.0,1.0,2500000,9400000,16,735,0,2200000,9500000,1700000,0.0
3851,4,1.0,1.0,2000000,5200000,16,724,5200000,3800000,4600000,2800000,0.0
3852,5,1.0,0.0,9000000,23900000,12,658,5700000,4600000,32100000,6100000,0.0
3853,5,0.0,0.0,8300000,31800000,16,858,24600000,11100000,26300000,8500000,0.0
3854,0,1.0,1.0,3100000,8500000,8,614,1700000,4600000,11000000,3300000,0.0
3855,2,0.0,1.0,8500000,25600000,16,714,11400000,14800000,17200000,5700000,0.0
3856,2,0.0,1.0,1200000,4600000,20,605,3600000,1500000,4600000,600000,0.0
3857,4,0.0,1.0,2800000,5500000,8,875,6900000,4000000,6000000,3300000,0.0
3858,5,0.0,1.0,2800000,10900000,6,359,5000000,3300000,7600000,3000000,1.0
3859,5,0.0,1.0,6500000,24100000,6,441,14100000,9600000,15300000,5200000,1.0
3860,4,0.0,0.0,8700000,25200000,18,790,25000000,9100000,18400000,8400000,0.0
3861,1,1.0,1.0,5400000,13600000,4,821,11600000,8700000,19900000,5600000,0.0
3862,2,1.0,0.0,8600000,33300000,16,375,19600000,11200000,25500000,11200000,1.0
3863,3,0.0,0.0,4700000,9600000,10,545,5200000,7200000,12000000,5300000,1.0
3864,5,1.0,1.0,1100000,3900000,4,891,1100000,200000,3400000,900000,0.0
3865,0,0.0,0.0,6400000,14000000,8,486,5100000,12700000,23900000,3700000,1.0
3866,0,0.0,0.0,4300000,9900000,4,696,12400000,2100000,17000000,2100000,0.0
3867,5,1.0,1.0,2900000,11100000,4,683,1700000,3900000,9400000,3300000,0.0
3868,5,1.0,0.0,9600000,27100000,8,594,25500000,4600000,26800000,13300000,0.0
3869,3,1.0,1.0,900000,2500000,20,529,900000,300000,3200000,700000,1.0
3870,5,1.0,0.0,8100000,26300000,4,429,3600000,8500000,22200000,6900000,0.0
3871,0,1.0,1.0,8800000,25000000,4,400,11300000,4000000,23600000,9400000,1.0
3872,0,0.0,0.0,8800000,17500000,4,848,25400000,8200000,31600000,5100000,0.0
3873,1,1.0,0.0,6400000,21500000,6,489,1600000,4600000,17600000,8900000,1.0
3874,2,0.0,0.0,2900000,6600000,10,326,8600000,2200000,7400000,3400000,1.0
3875,5,0.0,0.0,1600000,6100000,8,663,3900000,800000,6400000,1200000,0.0
3876,1,1.0,0.0,1600000,5100000,18,729,2500000,2000000,6200000,900000,0.0
3877,2,0.0,1.0,3100000,10700000,4,398,3100000,3000000,7400000,2000000,0.0
3878,2,1.0,1.0,5600000,16700000,14,856,400000,10200000,14700000,5200000,0.0
3879,3,0.0,1.0,8100000,19900000,20,347,22800000,14400000,29800000,5500000,1.0
3880,3,1.0,0.0,9100000,19300000,12,696,26200000,7700000,30100000,13300000,0.0
3881,0,0.0,1.0,5500000,17100000,8,353,400000,200000,17100000,5200000,1.0
3882,1,0.0,1.0,9700000,34300000,20,756,15700000,18500000,26800000,14100000,0.0
3883,4,0.0,0.0,2300000,5400000,16,490,6200000,3700000,5500000,2100000,1.0
3884,1,1.0,1.0,5600000,18000000,10,531,6500000,9000000,19800000,8400000,1.0
3885,2,1.0,1.0,4500000,16600000,4,679,10300000,3100000,11700000,5000000,0.0
3886,1,0.0,1.0,500000,1800000,8,877,100000,200000,1100000,600000,0.0
3887,0,0.0,0.0,4200000,11000000,20,817,6700000,2400000,11700000,6100000,0.0
3888,1,1.0,0.0,9100000,23300000,18,792,800000,12600000,32100000,12400000,0.0
